Block_ID,VRR_Frequency,Size_Degree,Duration,Threshold_Color_Value,Trail_ID,Real_VRR_period,Observer_choice,Response
15,0.5,16,1.6,0.08896995456494386,29,0,0,1
16,2.0,16,0.2,0.09775000000000002,0,1,1,1
16,2.0,16,0.2,0.1111314177295071,1,0,1,0
16,2.0,16,0.2,0.10281840644448582,2,1,0,0
16,2.0,16,0.2,0.09295297241969643,3,1,1,1
16,2.0,16,0.2,0.09667212379377058,4,0,0,1
16,2.0,16,0.2,0.0999394295183211,5,0,1,0
16,2.0,16,0.2,0.08940209434082927,6,0,1,0
16,2.0,16,0.2,0.07767412857772679,7,0,1,0
16,2.0,16,0.2,0.06435548938300392,8,1,1,1
16,2.0,16,0.2,0.06921968838984824,9,1,0,0
16,2.0,16,0.2,0.05405953837673098,10,1,1,1
16,2.0,16,0.2,0.059769756059339485,11,0,0,1
16,2.0,16,0.2,0.06494694926087884,12,0,1,0
16,2.0,16,0.2,0.0485659020060362,13,1,1,1
16,2.0,16,0.2,0.05486217095236281,14,0,1,0
16,2.0,16,0.2,0.039999999999999994,15,1,1,1
16,2.0,16,0.2,0.04242315425940022,16,0,1,0
16,2.0,16,0.2,0.039999999999999994,17,0,0,1
16,2.0,16,0.2,0.039999999999999994,18,1,1,1
16,2.0,16,0.2,0.039999999999999994,19,0,1,0
16,2.0,16,0.2,0.039999999999999994,20,0,1,0
16,2.0,16,0.2,0.039999999999999994,21,1,1,1
16,2.0,16,0.2,0.039999999999999994,22,0,0,1
16,2.0,16,0.2,0.039999999999999994,23,0,1,0
16,2.0,16,0.2,0.039999999999999994,24,1,0,0
16,2.0,16,0.2,0.039999999999999994,25,1,1,1
16,2.0,16,0.2,0.039999999999999994,26,1,0,0
16,2.0,16,0.2,0.039999999999999994,27,1,1,1
16,2.0,16,0.2,0.039999999999999994,28,0,0,1
16,2.0,16,0.2,0.039999999999999994,29,1,1,1
17,2.0,16,0.1,0.09775000000000002,0,0,1,0
17,2.0,16,0.1,0.09980611659248789,1,0,1,0
17,2.0,16,0.1,0.08913762210753477,2,1,0,0
17,2.0,16,0.1,0.07727416783875686,3,1,1,1
17,2.0,16,0.1,0.0814784684319891,4,1,0,0
17,2.0,16,0.1,0.0686987646372646,5,0,0,1
17,2.0,16,0.1,0.0733157235502013,6,0,1,0
17,2.0,16,0.1,0.05907686325458787,7,0,0,1
17,2.0,16,0.1,0.06435548938300395,8,0,1,0
17,2.0,16,0.1,0.047584161196242744,9,1,0,0
17,2.0,16,0.1,0.039999999999999994,10,0,1,0
17,2.0,16,0.1,0.039999999999999994,11,0,0,1
17,2.0,16,0.1,0.039999999999999994,12,1,1,1
17,2.0,16,0.1,0.039999999999999994,13,0,0,1
17,2.0,16,0.1,0.039999999999999994,14,0,1,0
17,2.0,16,0.1,0.039999999999999994,15,1,0,0
17,2.0,16,0.1,0.039999999999999994,16,0,1,0
17,2.0,16,0.1,0.039999999999999994,17,0,0,1
17,2.0,16,0.1,0.039999999999999994,18,1,1,1
17,2.0,16,0.1,0.039999999999999994,19,0,1,0
17,2.0,16,0.1,0.039999999999999994,20,0,1,0
17,2.0,16,0.1,0.039999999999999994,21,1,1,1
17,2.0,16,0.1,0.039999999999999994,22,1,1,1
17,2.0,16,0.1,0.039999999999999994,23,1,1,1
17,2.0,16,0.1,0.039999999999999994,24,1,1,1
17,2.0,16,0.1,0.039999999999999994,25,0,1,0
17,2.0,16,0.1,0.039999999999999994,26,0,1,0
17,2.0,16,0.1,0.039999999999999994,27,1,1,1
17,2.0,16,0.1,0.039999999999999994,28,1,1,1
17,2.0,16,0.1,0.039999999999999994,29,0,1,0
